CLIENT NAME,LOBBYIST LAST NAME,LOBBYIST FIRST NAME,LOBBYIST ADDRESS,LOBBYIST CITY,LOBBYIST STATE,LOBBYIST ZIP
"Children's Academy of America, LLC d%2fb%2fa Little Green Tree House",Robertson,Lee,"70 W. Madison, Ste. 4500",Chicago,IL,60602
"Children's Academy of America, LLC d%2fb%2fa Little Green Tree House",Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Children's Memorial Hospital,Coffey,Thomas,"500 N. Dearborn, Ste. 1150",Chicago,IL,60654
"Chinajilin Hehe Real Estate Co., Ltd",Roberson,Victor,17947 Edwards Ave,Country Club Hills,IL,60478
Chioros Properties,McGuire,Katriina,55 E. Monroe,Chicago,IL,60603
"Chi-Town Diamond JV, LLC",George,John,130 E Randolph St,Chicago,IL,60601
"Chitown-Diamond JV, LLC",Leach,Chris,130 East Randolph Street,Chicago,IL,60601
"Chitown-Diamond JV, LLC",George,John,130 E Randolph St,Chicago,IL,60601
"Chocolate Experiences, Inc",Gomez-Mesquita,Matthew,321 N Clark St.,Chicago,IL,60654
"Chocolate Experiences, Inc",Pugh,Donna,321 N. Clark St.,Chicago,IL,60654
"Choi, Jean & Zaldivar, Peter",O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
Choose Chicago,Johnson,Jack,301 E Cermak Rd,Chicago,IL,60616
Choose Chicago,Houston,Cassandra,301 E Cermak Rd,Chicago,IL,60616
Choose Chicago,Filan,William,321 N. Clark #2800,Chicago,IL,60654
Christian Heritage Training Center,Stubblefield,Carol,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Christian Heritage Training Center,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Christy Webber Landscapes,Teele   ,Terry,212 W. Washington St  #1904,Chicago,IL,60606
Christy Webber Landscapes,Teele,Terry,212 W. Washington St,Chicago,IL,60606
Christy Webber Landscapes,Palo,Jeffery,212 W. Washington St,Chicago,IL,60606
Christy Webber Landscapes,Brown,Michael,212 W. Washington,Chicago,IL,60602
Chrysler Group LLC,Glowiak,Brian,1000 Chrysler Dr.,Auburn Hills,MI,48326
Chrysler Group LLC,Rice,Misti,1000 Chrysler Dr.,Auburn Hills,MI,
Chrysler Group LLC,Trapasso,Jody,1401 H St NW Ste 700,Washington,DC,20005
"Chrysler Group, LLC",O'Keefe,Bridget,"227 W. Monroe St., #3500",Chicago,IL,60606
"Chui, Debbie & Pierson, David",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Chvyrenko, Yuriy",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Cicero Property Group, LLC",Grady,Graham,111 East Wacker Dr.,Chicago,IL,60601
Cigar Assn. of America,O'Connell  ,John ,P.O.Box 460,Western Springs,IL,60558
CIGNA,Doerrer,John,1705 N. Rutherford,Chicago,IL,60707
CIM Group,Georges,Mara,20 S. Clark St.,Chicago,IL,60603
CIM Group,Toth,Richard,20 S. Clark St.,Chicago,IL,60603
CIM Group,Penkhus,Adam,20 S. Clark St.,Chicago,IL,60603
Cindy Chung,Fritchey,John,2539 N Southport Ave,Chicago,IL,60614
Cisco Systems,Carbonara,Richard,"1000 Plaza Drive, Ste. 680",Schaumburg,IL,60173
Cisco Systems,Nunes,Marcus,333 W. Wacker Dr. #1800,Chicago,IL,60606
Cisco Systems,Markin,Robert ,333 W. Wacker Dr. Ste 1800,Chicago,IL,60606
Cisco Systems,Carbonara,Richard,333 W. Wacker Dr.,Chicago,IL,60606
Cisco Systems,Markin,Robert ,333 W. Wacker Dr. Ste 1420,Chicago,IL,60606
Cisco Systems,Carbonara,Richard,1000 Plaza Dr.,Schaumburg,IL,60173
"Citibank, NA",NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
"Citibank, NA",KASPER,MICHAEL,222 NORTH LASALLE STREET SUITE 300,CHICAGO,IL,60601
"Citibank, NA",Wrenn,Kevin,227 West Monroe St.,Chicago,IL,60606
"Citibank, NA",Schneider,Gary,388 Greenwich St.,New York,NY,10013
"Citibank, NA",Fitzgerald,Kevin,11921 Freedom Dr.,Reston,VA,20190
"Citibank, NA",Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
"Citibank, NA",Schneider,Gary,11921 Freedom Drive,Reston,VA,20190
"Citibank, N.A.",Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
"Citibank, N.A.",KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
"Citibank, N.A.",NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Citigroup Alternative Investments LLC,Lucardi,Donald,"399 Park Ave., 7th Flr",New York,NY,10022
Citigroup Alternative Investments LLC,Marcoz,Nadja,"399 Park Ave., 7th Flr",New York,NY,10022
Citigroup Global Markets Inc.,Padgett,Brett,227 W. Monroe Street,Chicago,IL,60606
Citigroup Global Markets Inc.,Logan,Guy,3280 Peachtree Road,Atlanta,GA,30305
Citigroup Global Markets Inc.,Padgett,Brett,"233 S. Wacker Dr.,  85th Flr.",Chicago,IL,60606
Citigroup Global Markets Inc.,Gebman,Rebecca,580 Crosspoint Parkway,Getzville,NY,14068
Citigroup Global Markets Inc.,Kljajic,Ray,8500 Sears Tower,Chicago,IL,60606
Citigroup Global Markets Inc.,Kelly,Stephen,1000 Technology Drive,O'Fallon,MO,63368
Citigroup Global Markets Inc.,Attermann,Neal,390 Greenwich Strett,New York,NY,10013
Citigroup Global Markets Inc.,Kljajic,Ray,227 W. Monroe Street,Chicago,IL,60606
Citigroup Global Markets Inc.,Chin,Francis,"390 Greenwich St., 2nd Flr",New York,NY,10013
Citigroup Global Markets Inc.,Brett,Patrick,390 Greenwich Street,New York,NY,10013
Citigroup Global Markets Inc.,Attermann,Neal,"390 Greenwich St., 2nd Flr",New York,NY,10013
Citigroup Global Markets Inc.,Costanzo,Samantha,227 Monroe Street,Chicago,IL,60606
Citigroup Global Markets Inc.,Chin,Francis,390 Greenwich Street,New York,NY,10013
Citigroup Global Markets Inc.,Auslander,Douglas,444 S. Flower St.,Los Angeles,CA,90071
Citigroup Global Markets Inc.,Kirkwood,Amir,390 Greenwich St,New York,NY,10013
Citigroup Management Corporation,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
Citigroup Management Corporation,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Citigroup Management Corporation,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
City Colleges of Chicago,Moroney,Ann,"343 S. Dearborn St., Ste. 404",Chicago,IL,60604
City Colleges of Chicago,Rice,James,55 Broad Street,New York,NY,10004
City Colleges of Chicago,Grady,Graham,111 East Wacker Dr.,Chicago,IL,60601
City Escape,Cini,Joseph ,1024 N. Crosby St,Chicago,IL,60610
City Escape Garden Center and Design Studio,Houlihan,Michael ,"670 N. Clark St., 4th Flr",Chicago,IL,60654
City Escape Garden Center and Design Studio,"Kelly, Jr.",John,"670 N. Clark St., 4th Flr",Chicago,IL,60654
City of Chicago,Coolidge,Elizabeth,"1 N. Franklin, 29th FL",Chicago,IL,60606
City of Chicago,Mendoza,Kevin,3959 S Morgan,Chicago,IL,60609
City of Chicago,Shea,Courtney,150 N. Michigan Avenue,Chicago,IL,60601
City of Chicago,Wakschlag,Milton,525 West Monroe St.,Chicago,IL,60661
City of Chicago,Hughes,Tracy,3031 Farner Court,Riverwoods,IL,60015
City of Chicago,Greenbaum,Lewis,525 West Monroe St.,Chicago,IL,60661
City of Chicago,Albert,Jeff,29 N Wacker Dr,Chicago,IL,60606
City of Chicago,Darnell,James,"1 E Wacker Dr., Ste. 2350",Chicago,IL,60601
City of Chicago,Davidson,Glenn,1676 International Drive,McLean,VA,22102
City of Chicago,Pink,Allison,One North Franklin Street,Chicago,IL,60606
City of Chicago,Robles,Frankie,"1 East Wacker Dr., Ste. 2350",Chicago,IL,60601
City of Chicago,Gorman,Elizabeth,148 Silo Ridge Rd N,Orland Park,IL,60467
City of Chicago,Rice,James,55 Broad Street,New York,NY,10004
City of Chicago,Markoff,Steven,"29 N. Wacker Dr., Ste. 550",Chicago,IL,60606
City of Chicago,Darnell,James,944 Coach Rd,Homewood,IL,60430
City of Chicago,Turley,Charles,200 E Randolph Dr,Chicago,IL,60601
City of Chicago,Markoff,Robert,29 N Wacker Dr.,Chicago,IL,60606
City of Chicago ,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
City of Chicago ,Shaqildi,Amal,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
City of Chicago ,Diamond,Terrance,"120 N LaSalle St., Suite 2600",Chciago,IL,60602
"City Outdoor, Inc.",Kimmons,Gyata,"409 W. Huron St., Ste. 600",Chicago,IL,60654
City Scan,Schain,Jerome,"70 W Madison, Ste. 4500",Chicago,IL,60602
City Scan,Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
City View Condominium Association,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60610
City View Condominium Association,DiLorenzo,Michael,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
City View Condominium Association,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
City Winery,Brankin,Patrick,"70 W. Madison, Ste. 4500",Chicago,IL,60602
City Winery,Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
City Winery,Brankin,Patrick,"70 W. Madison Street, Ste. 5300",Chicago,IL,60602
City Winery,Wolfberg,Kevin,"70 W. Madison, Ste. 4500",Chicago,IL,60602
City Winery,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
"Ciundziewicki, Eva",Moore,Thomas,111 W Washington,Chicago,IL,60602
"Claretians, Inc",Acosta,Rolando,2949 W Gregory St,Chicago,IL,60625
Clarity Partners LLC,sheehan ,sarah ,9848 S DAMEN AVE,Chicago ,IL,60643
Clarity Partners LLC,Sheehan,Sarah,9848 S Damen Ave,Chicago,IL,60643
Clarity Partners LLC,Sheehan,Sarah,"500 N. Dearborn St., Ste. 1030",Chicago,IL,60654
"Clark Menomonee, LLC",Acosta,Rolando,2949 W Gregory St,Chicago,IL,60625
Clark Street Development,Schain,Jerome,"70 W. Madison, Ste. 5300",Chicago,IL,60602
Clark Street Development,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Clark Street Development,Laube,Michael,200 S. Wacker Dr.  Ste. 3100,Chicago,IL,60606
Clark Street Development,Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Clark Street Development,Wolfberg,Kevin,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Clark Street Development,Wolfberg,Kevin,"70 W. Madison, Ste. 5300",Chicago,IL,60602
Clark Street Real Esate ,Banks,William,"70 W. Madison, Ste. 5300",Chicago,IL,60602
"Clayco, Inc.",Klawiter,Richard,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Clean Energy Fuels Corp.,Terman,James ,"730 N. Franklin, Ste. 510",Chicago,IL,60654
CLEAR,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
CLEAR,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
CLEAR,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Clear Channel Airports,Hirshberg,Peter,205 N. Michigan Ave,Chicago,IL,60601
Clear Channel Airports,Nunes,Marcus,333 W. Wacker Dr. #1420,Chicago,IL,60606
Clear Channel Airports,Kimmons,Gyata,"409 W. Huron St., Ste. 600",Chicago,IL,60654
Clear Channel Airports,Tragesser,Kate,30 N. LaSalle,Chicago,IL,60606
Clear Channel Airports,Lovell,Robert,4635 Crackersport Rd,Allentown,PA,18104
Clear Channel Airports,Moyer,John ,4635 Crackersport Rd,Allentown,PA,18104
Clear Channel Airports,Nunes,Marcus,333 W. Wacker Dr. #1800,Chicago,IL,60606
Clear Channel Outdoor,Moore,Thomas,111 W Washington,Chicago,IL,60602
Clear Channel Outdoor,Thomas,Stacey,4000 South Morgan Street,Chicago,IL,60609
Clear Channel Outdoor,Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
Clear Channel Outdoor,Marcin,Edward,4000 South Morgan Street,Chicago,IL,60609
Clear Channel Outdoor,Kus,Edward ,"111 E. Wacker Dr., Ste. 2800",Chicago,IL,60601
"Clear Channel Outdoor, Inc.",Tragesser,Kate,30 N. LaSalle,Chicago,IL,60606
"Clear Channel Outdoor, Inc. d/b/a/ Clear Channel Airports",Nunes,Marcus,333 W. Wacker Dr. #1420,Chicago,IL,60606
"Clear Channel Outdoor, Inc. d/b/a/ Clear Channel Airports",Chico,Gery,333 W. Wacker Dr.,Chicago,IL,60606
"Clear Channel Outdoor, Inc.,d/b/a Clear Channel Airports",Dart,Timothy,33 N. Dearborn St.,Chicago,IL,60602
"Cloonacanna Company, LLC",Minaghan dba MKM Services,Mary,308 Circle Avenue,Forest Park,IL,60130
"Cloonacanna Company, LLC",Minaghan,Mary,dba MKM Services 308 Circle Avenue,Forest Park,IL,60130
Clorica Management Corp,Rosenfeld,Paul,320 W Ohio St,Chicago,IL,60654
Clybourn Galleria Investors LLC,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
"CMK Companies, Ltd.",Banks,William,"70 W. Madison, Ste. 5300",Chicago,IL,60602
"CMK Companies, Ltd.",Citron,Bernard,55 E. Monroe St. 37th Flr,Chicago,IL,60603
CN,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
CN,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
CN,Berman,Myles,321 N Clark Street,Chicago,IL,60654
"CobbleSquare Place Associates, II",Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
"Coffey, William & Pasulka, Brigid",Moore,Thomas,111 W Washington,Chicago,IL,60602
Colgan Public Affairs,Colgan,Paul,1014 S Naperville Rd,Wheaton,IL,60189
Colgate-Palmolive,McDonald,Tom,1050 Connecticut Ave,Washington,DC,20036
Colgate-Palmolive,Jefferson,Nicole,1050 Connecticut Ave.,Washington,DC,20036
Colgate-Palmolive,Raymer,Matthew,1050 Connecticut Ave,Washington,DC,20036
Collateral Trustee Inc,Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Collateral Trustee Inc,Suzuki,John,1154 W. Wrightwood,Chicago,IL,60614
"Collateral Trustee, Inc",Suzuki,John,1154 W. Wrightwood,Chicago,IL,60614
"Collateral Trustee, Inc",Suzuki,John,2400 N Lakeview,Chicago,IL,60614
"Collateral Trustee, Inc.",Scott,Andrew,"10 S. Waker Dr., Ste. 2300",Chicago,IL,60606
Colliers International,Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
"Columbia Capital Management, LLC",Shea,Courtney,35 E Wacker Dr.,Chicago,IL,60601
"Columbia Capital Management, LLC",Shea,Courtney,35 East Wacker Drive,Chicago,IL,60601
Columbia College,KASPER,MICHAEL,222 NORTH LASALLE STREET SUITE 300,CHICAGO,IL,60601
Columbia College,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
Columbia College,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Columbia College Chicago,Ramsey,Emily,53 W Jackson Blvd,Chicago,IL,60604
Columbia College Chicago,KASPER,MICHAEL,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Columbia College Chicago,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
Columbia College Chicago,Dring,David,"222 N. LaSalle St., #300",Chicago,IL,60601
Columbus Park LLC,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Columbus Park LLC,Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Columbus Regional Airport Authority,Adelson,Bruce,11808 Becket Street,Potomac,MD,20854
Comcast,Lunderman,Jason,1255 W. North Ave.,Chicago,IL,60642
Comcast,Paulos,Michael,1255 W. North Avenue,Chicago,IL,60642
Comcast,Ouzounion,Lisa,1255 W. North Ave,Chicago,IL,60622
Comcast,Smith,YaFawn,1255 W North Ave,Chicago,IL,60642
Comcast,McGuire,John,1231 Maple Avenue,Evanston,IL,60202
Comcast,Smith,Yafawn,1255 W North Ave,Chicago,IL,60642
Comcast Corp.,Paulos,Michael,1255 W. North Avenue,Chicago,IL,60642
Comcast Corp.,Smith,Yafawn,1255 W. North Ave,Chicago,IL,60642
Comcast Corp.,McGuire,John,1231 Maple Avenue,Evanston,IL,60202
Comcast Corp.,Ouzounian,Lisa,1255 W. North Ave,Chicago,IL,60622
Comcast Corp.,Ouzounion,Lisa,1255 W. North Ave,Chicago,IL,60622
ComEd,Perez,Angelita ,440 S. LaSalle Street,Chicago,IL,60605
ComEd,Marquez,Fidel,"440 S. LaSalle, Ste. 3300",Chicago,IL,60605
ComEd,O'Neill,Thomas,440 S. LaSalle Street,Chicago,IL,60605
ComEd,O'Neill,Thomas,"One Financial Place, 440 S. LaSalle, Ste. 3300",Chicago,IL,60605
ComEd,Williams,Sandor,440 S. LaSalle Street,Chicago,IL,60605
ComEd,Henry,Michael,"One Financial Place  440 S. LaSalle, Ste. 3300",Chicago,IL,60605
ComEd,Williams,Sandor,"440 S. LaSalle, Ste. 3300",Chicago,IL,60605
ComEd,Diaz-Perez,Luis,"One Financial Place  440 S. LaSalle, Ste. 3300",Chicago,IL,60605
ComEd,Guerra,Michael,"One Financial Place, 440 S. LaSalle, Ste. 3300",Chicago,IL,60605
ComEd,Marquez,Fidel,440 S. LaSalle St.,Chicago,IL,60605
ComEd,Guerra,Michael,440 S. LaSalle ,Chicago,IL,60605
ComEd,Colvin,Marlow,440 South LaSalle Street,Chicago,IL,60605
ComEd,Perez,Angelita ,"440 S. LaSalle, Suite 3300",Chicago,IL,60605
ComEd,Henry,Michael,440 S. LaSalle Street ,Chicago,IL,60605
ComEd,Guerra,Michael,440 S. LaSalle Street,Chicago,IL,60605
ComEd,Diaz-Perez,Luis,440 S. LaSalle Street,Chicago,IL,60605
Comer Science & Education Foundation,Diamond,Terrance,"203 N. LaSalle, Ste. 2300",Chciago,IL,60601
Comer Science & Education Foundation,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Comer Science & Education Foundation,McLoyd,Eric,"203 N. LaSalled, Ste. 2300",Chicago,Il,60601
Comer Science & Education Foundation,Asaro,Lenny,"120 N. LaSalle, Ste. 2600",Chicago,IL,60602
Comer Science & Education Foundation,Asaro,Lenny,"203 N. LaSalle, Ste. 2300",Chicago,Il,60601
Comer Science & Education Foundation,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Comer Science & Education Foundation,Asaro,Lenny,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Commonwealth Edison,Perez,Angelita ,"440 S. LaSalle, Suite 3300",Chicago,IL,60605
Commonwealth Edison,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60610
Commonwealth Edison,Berman,Myles,321 N Clark Street,Chicago,IL,60654
Commonwealth Edison,Olivo,Frank,4140 W. 65th St.,Chicago,IL,60629
Commonwealth Edison,Saef,Scott,One S. Dearborn St.,Chicago,IL,60603
Commonwealth Edison,Olivo,Frank,12033 S. 72nd Court,Palos Heights,IL,60463
Commonwealth Edison,Doherty,Jay,"210 E. Pearson St., #9B",Chicago,IL,60611
Commonwealth Edison Company,Berman,Myles,321 N Clark St. #2800,Chicago,IL,60654
Community Bankers Association of Illinois,Smith,William,111 W Washington ,Chicago,IL,60602
Community Blight Solutions,Kalish,Yehiel,8707 Skokie Boulevard,Skokie,IL,60077
Community Blight Solutions,Doherty,Jay,"210 E. Pearson St., #9B",Chicago,IL,60611
Community Blight Solutions,Matyas,Jordan,444 N. Michigan Avenue,Chicago,IL,60611
Community Capital Investment,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
"COMMUNITY CURRENCY EXCHANGE ASSN OF IL, INC",Iberl,John,194 michael john drive,park ridge,IL,60068
community currency exchange assn of illinois,Iberl,John,1856 W. Pershing Rd,Chicago,IL,60609
"Community Currency Exchange Assoc. of IL, Inc.",Iberl,John,1856 W. Pershing Rd,Chicago,IL,60609
Community Housing Partners XIV,Duncan,Kathleen,20 S. Clark St,Chicago,IL,60603
Commuter Rail Division of the RTA (Metra),Saef,Scott,One S. Dearborn St.,Chicago,IL,60603
Commuter Rail Division of the RTA (Metra),Hairston,Jacqueline,One South Dearborn,Chicago,IL,60603
Commuter Rail Divison of the RTA (Metra),Saef,Scott,One S. Dearborn St.,Chicago,IL,60603
Commuter Rail Divison of the RTA (Metra),Dickett,William,One S. Dearborn St.,Chicago,IL,60603
"Compass Group USA, Inc",Gattuso,Joseph,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
"Compass Group USA, Inc",Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Concessions International LLC,Joseph,Richard ,1162 Oakcrest Dr,Atlanta,GA,30311
Concessions International LLC,Gayles,Montel,222 N. LaSalle St.,Chicago,IL,60601
"Congregation of the Passion, Immaculate Conception Community",Wendy,Richard,"311 S. Wacker Dr., Ste. 3000",Chciago,IL,60606
Congress Corporation,Tristan,Homero,"30 W. Monroe St., Ste. 630",Chicago,IL,60603
Congress Corporation,Cervantes,Pedro,"30 W. Monroe, Ste. 630",Chicago,IL,60603
Congress Corporation,Duarte,Lisa,"30 W. Monroe St., Ste. 630",Chicago,IL,60603
Congress Corporation,Mancilla,Robert,"30 W Monroe St., Ste 630",Chicago,IL,60603
Conlon & Co.,Nunes,Marcus,333 W. Wacker Dr. #1420,Chicago,IL,60606
Conlon & Co.,Michas,Sylvia,"333 W Wacker Dr., Ste. 1420",Chicago,IL,60606
Conrad Chicago,Pugh,Donna,"321 N. Clark St., Ste. 2800",Chicago,IL,60610
Conrad Chicago,DiLorenzo,Michael,"321 N. Clark St., Ste. 2800",Chicago,IL,60654
Constellation,Cardwell,Ronnie,1716 Lawrence Dr,De Pere,WI,54115
Constellation,Weaver,Kim,550 Washington St. 300,Chicago,IL,60661
Constellation,Fein,David,10 S. Dearborn Street,Chicago,IL,60603
Constellation,Beasley,Jay,1121 Lamar St.,Houston,TX,77002
Constellation,Weaver,Kim,550 Washington St. 300,Chicagi,IL,60661
Constellation Brands Beer Division,Janes,Nicole,1 N. Wacker Dr.,Chicago,IL,60606
Constellation Energy Group,Weaver,Kimberly,10 S. Dearborn St.,Chicago,IL,60603
Constellation Energy Group,Fein,David,10 S. Dearborn Street,Chicago,IL,60603
Constellation Energy Group,Beasley,Jay,1121 Lamar St.,Houston,TX,77002
Construction and General Laborers Distric Council of Chicago and Vicinity Joint Traning and Apprenti,Bernardini,Charles,70 West Madison  Ste. 3500,Chicago,IL,60602
Construction and General Laborers District Council of Chicago and Vicinity Joint Training and Apprentice Fund,Bernardini,Charles,70 West Madison  Ste. 3500,Chicago,IL,60602
"Construction Cost Systems, Inc.",Parr,Gavin,2529 Kelly Drive,Woodridge,IL,60517
"Continental Airl Lines, Inc",Widerborg,Sandra,77 W. Wacker Drive,Chicago,IL,60601
"Continental Airl Lines, Inc",Lopp,Nathan ,77 W. Wacker Dr,Chicago,IL,60601
"Continental Airl Lines, Inc",Houlihan,Margaret,77 West Wacker Dr.,Chicago,Il,60601
"Continental Airl Lines, Inc",Gebo,Kate,77 W. Wacker Dr.,Chicago,IL,60601
"Continental Airl Lines, Inc",Lynch,Daniel,77 W. Wacker Dr.,Chicago,IL,60601
Convention Center Dr. LLC,Zemenides,Endy,"542 S. Dearborn, Ste. 1100",Chicago,IL,60605
Convexity Properties LLC,Cramer,John,53 West Jackson Blvd,Chicago,IL,60604
"Cooper, Adam and Melanee",Gattuso,Joseph ,"111 E. Wacker Drive, Suite 2800",Chicago,IL,60601
Cornelia Commons,Moore,Thomas,111 W Washington,Chicago,IL,60602
Corp. of the Presiding Bp. of the Church of Jesus Christ of Latter Day Saints,Duncan,Kathleen,130 E Randolph St,Chicago,IL,60601
Corporation Counsel's Office,Wakschlag,Milton,525 West Monroe St.,Chicago,IL,60661
Corporation Counsel's Office,Greenbaum,Lewis,525 West Monroe St.,Chicago,IL,60661
Corporation Counsel's Office,Weber,Elizabeth,525 West Monroe St.,Chicago,IL,60661
Costco Wholesale,DiGrino,Mariah,203 N. LaSalle Street,Chicago,IL,60601
Costco Wholesale,DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Costco Wholesale Corporation,DiGrino,Mariah,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Coyne American Institute, Inc.",Grady,Graham,111 East Wacker Drive,Chicago,IL,60601
"Cozzi, Mark",Moore,Thomas,111 W Washington,Chicago,IL,60602
CPM,DiPaolo,Antonio,"33 W. Monroe St., Ste. 270",Chicago,IL,60603
CPM,Cantu,Luis,33 W Monroe,Chicago,IL,60603
Credit Suisse Asset Management LLC,Shaffer,Charles,One Madison Avenue,New York,NY,10010
Crescent Heights,Shaqildi,Amal,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Crescent Heights,Dodson,Jesse,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Crescent Heights,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Crescent Heights,George,Mary,"203 N LaSalle St., Ste. 2300",Chicago,IL,60601
Crescent Heights,Novak,Theodore,203 N. LaSalle Street,Chicago,IL,60601
Crescent  Heights,Neal,Langdon,"203 N. LaSalle, Ste. 2300",Chicago,IL,60601
Cresco Labs LLC,Dunn,John,"77 W. Wacker, Ste. 4100",Chicago,IL,60601
"Cricket Communications, Inc",Conlon,Kevin ,"350 N. LaSalle St., Ste. 1420",Chicago,IL,60654
"Cricket Communications, Inc",Conlon,Kevin ,"350 N. LaSalle St., Ste. 1420",Chicago,IL,60610
"Cricket Communications, Inc",Dunn,Christopher,"350 N. LaSalle St., Ste. 1420",Chicago,IL,60654
CRM Properties,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
CRM Properties,Banks,William,"70 W. Madison, Ste. 4500",Chicago,IL,60602
CRM Properties Group LLC,Schain,Jerome,"70 W Madison, Ste. 4500",Chicago,IL,60602
CRM Properties Group LLC,George,John,180 N Stetson,Chicago,IL,60601
CRM Properties Group LLC,McGuire,Katriina,"70 W. Madison, Ste. 4500",Chicago,IL,60602
Crooked Fork Brewery,Neal,Langdon,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
Crooked Fork Brewery,George,Mary,"120 N LaSalle St., Ste. 2600",Chicago,IL,60602
"Crossroads Development Partners, LLC",Klawiter,Richard,203 N. LaSalle Street,Chicago,IL,60601
"Crossroads Development Partners, LLC",Graines,Gregg,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
"Crossroads Development Partners, LLC",Klawiter,Richard,203 N. LaSalle St. Suite 1900,Chicago,IL,60601
Crown Castle,Duncan,Kathleen,180 N Stetson,Chicago,IL,60601
Crown Castle,Leach,Chris,130 East Randolph Street,Chicago,IL,60601
Crown Castle,Leach,Chris,180 N Stetson,Chicago,IL,60601
Crown Castle,George,John,180 N Stetson,Chicago,IL,60601
Crown Castle NG Networks (fka Next G Networks Inc),Ritter,Robert,2000 Corporate Drive,Canonsburg,PA,15317
"Crown Castle USA, Inc.",Nagoda,Jeffrey,2000 Coprorate Drive,Canonsburg,PA,15317
"Crown Castle USA, Inc.",Tristan,Homero,"30 W. Monroe St., Ste. 630",Chicago,IL,60603
Crown Commercial Real Estate and Development Inc.,NOTTAGE,COURTNEY,222 NORTH LASALLE STREETSUITE 300,CHICAGO,IL,60601
